Date,Game,Games_Calc,Games_Calc_(avg_earnings),Subset_Game_Labels,Earnings,Players,Tournaments
11/1/2014,Halo 2 Anniversary,Others,Others,Others,55037.6,44,3
11/1/2014,Counter-Strike Online,Others,Others,Others,38688,5,1
11/1/2014,Battlefield 4,Others,Others,Others,25903.75,20,6
11/1/2014,Call of Duty: Ghosts,Others,Others,Others,25000,12,1
11/1/2014,S.K.I.L.L. - Special Force 2,Others,Others,Others,21010,0,1
11/1/2014,Super Smash Bros. Melee,Others,Others,Others,20063.25,93,33
11/1/2014,Ultra Street Fighter IV,Others,Others,Others,16760.31,19,8
11/1/2014,Tekken Tag Tournament 2,Others,Others,Others,15040,9,3
11/1/2014,ShootMania Storm,Others,Others,Others,15000,9,1
11/1/2014,FIFA 15,Others,Others,Others,10120.22,22,22
11/1/2014,Point Blank,Others,Others,Others,8522.32,17,1
11/1/2014,TrackMania 2: Stadium,Others,Others,Others,8301.98,11,5
11/1/2014,Guild Wars 2,Others,Others,Others,5617.4,38,10
11/1/2014,Project M,Others,Others,Others,4495,48,11
11/1/2014,Super Smash Bros. for Wii U,Others,Others,Others,3500,29,8
11/1/2014,StarCraft: Brood War,Others,Others,Others,2710.2,1,1
11/1/2014,Attack on Titan Tribute Game,Others,Others,Others,2500,3,1
11/1/2014,CrossFire,Others,Others,Others,2445.28,33,6
11/1/2014,Chess.com,Others,Others,Others,2000,9,2
11/1/2014,Age of Empires,Others,Others,Others,1320,6,1
11/1/2014,Heroes of the Storm,Others,Others,Others,1300,5,4
11/1/2014,Team Fortress 2,Others,Others,Others,1247.08,18,1
11/1/2014,WarCraft III,Others,Others,Others,1207.04,21,2
11/1/2014,Quake Live,Others,Others,Others,988,12,5
11/1/2014,Super Smash Bros. Brawl,Others,Others,Others,40,4,1
11/1/2014,Just Dance 2014,Others,Others,Others,0,3,1
12/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,1070101.65,302,28
12/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,486705.84,427,36
12/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,152657.39,131,53
12/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,123613.82,298,32
12/1/2014,CrossFire,Others,Others,Others,106086.8,42,6
12/1/2014,Hearthstone,Others,Others,Others,83520.79,88,19
12/1/2014,Heroes of Newerth,Others,Others,Others,82637.13,77,9
12/1/2014,Ultra Street Fighter IV,Others,Others,Others,65447.45,20,6
12/1/2014,Guild Wars 2,Others,Others,Others,54457.96,36,9
12/1/2014,Call of Duty: Advanced Warfare,Others,Others,Others,42041.1,84,19
12/1/2014,Attack on Titan Tribute Game,Others,Others,Others,40363.53,8,1
12/1/2014,Counter-Strike Online,Others,Others,Others,40000,15,1
12/1/2014,WarCraft III,Others,Others,Others,36451.93,12,5
12/1/2014,Point Blank,Others,Others,Others,25790.04,24,2
12/1/2014,Defense of the Ancients,Others,Others,Others,16071,0,1
12/1/2014,Halo 2 Anniversary,Others,Others,Others,15000,16,2
12/1/2014,Team Fortress 2,Others,Others,Others,14180,24,1
12/1/2014,Heroes of the Storm,Others,Others,Others,12957.5,42,15
12/1/2014,Super Smash Bros. Melee,Others,Others,Others,11588.71,74,22
12/1/2014,Call of Duty: Ghosts,Others,Others,Others,9337.36,32,1
12/1/2014,Super Smash Bros. for Wii U,Others,Others,Others,5861.65,38,8
12/1/2014,Project M,Others,Others,Others,3248,33,7
12/1/2014,FIFA 15,Others,Others,Others,3230.02,20,15
12/1/2014,World of Tanks,Others,Others,Others,3101.68,21,1
12/1/2014,Quake Live,Others,Others,Others,2205.69,24,5
12/1/2014,Age of Empires,Others,Others,Others,1540,12,1
12/1/2014,Battlefield 4,Others,Others,Others,1111.95,20,5
12/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,1060,8,3
12/1/2014,Chess.com,Others,Others,Others,999.99,5,1
12/1/2014,StarCraft: Brood War,Others,Others,Others,689.6,12,3
12/1/2014,Age of Mythology,Others,Others,Others,279,2,1
12/1/2014,TrackMania 2: Stadium,Others,Others,Others,24.63,1,1
1/1/2015,SMITE,Others,Others,Others,2612259,40,1
1/1/2015,Dota 2,Dota 2,Dota 2,Top 10 Customers,345579.13,200,15
1/1/2015,League of Legends,League of Legends,League of Legends,Top 10 Customers,162819.01,215,20
1/1/2015,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,118631.72,152,45
1/1/2015,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,113385.63,179,19
1/1/2015,World of Tanks,Others,Others,Others,93489.64,14,2
1/1/2015,Call of Duty: Advanced Warfare,Others,Others,Others,63413.65,83,22
1/1/2015,Hearthstone,Others,Others,Others,62720.15,19,5
1/1/2015,Heroes of Newerth,Others,Others,Others,40992.57,41,6
1/1/2015,Super Smash Bros. Melee,Others,Others,Others,23859.42,82,26
1/1/2015,Halo 2 Anniversary,Others,Others,Others,21000,32,3
1/1/2015,Heroes of the Storm,Others,Others,Others,18039.14,56,14
1/1/2015,Super Smash Bros. for Wii U,Others,Others,Others,13537.97,67,16
1/1/2015,Project M,Others,Others,Others,6054.53,39,9
1/1/2015,Attack on Titan Tribute Game,Others,Others,Others,6000,4,1
1/1/2015,Guild Wars 2,Others,Others,Others,3830.9,10,8
1/1/2015,Chess.com,Others,Others,Others,3010,16,3
1/1/2015,Ultra Street Fighter IV,Others,Others,Others,2319.71,11,5
1/1/2015,Point Blank,Others,Others,Others,2295,44,1
1/1/2015,CrossFire,Others,Others,Others,1901.88,31,4
1/1/2015,FIFA 15,Others,Others,Others,1221.81,13,15
1/1/2015,Battlefield 4,Others,Others,Others,1055.59,17,5
1/1/2015,Quake Live,Others,Others,Others,967.22,15,5
1/1/2015,Super Smash Bros. Brawl,Others,Others,Others,590,6,1
1/1/2015,S.K.I.L.L. - Special Force 2,Others,Others,Others,569.38,20,2
1/1/2015,TrackMania 2: Stadium,Others,Others,Others,348.72,2,2
1/1/2015,Super Smash Bros.,Others,Others,Others,180,3,1
1/1/2015,Ultimate Marvel vs. Capcom 3,Others,Others,Others,40,3,1
2/1/2015,Dota 2,Dota 2,Dota 2,Top 10 Customers,3088520.01,142,8
2/1/2015,Call of Duty: Advanced Warfare,Others,Others,Others,129276.62,160,30
2/1/2015,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,113850.74,256,30
2/1/2015,League of Legends,League of Legends,League of Legends,Top 10 Customers,113808.53,151,20
2/1/2015,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,67829.7,115,49
2/1/2015,StarCraft: Brood War,Others,Others,Others,51026.24,51,3
2/1/2015,Hearthstone,Others,Others,Others,47060.65,63,17
2/1/2015,Super Smash Bros. Melee,Others,Others,Others,36593.31,107,34
2/1/2015,Heroes of Newerth,Others,Others,Others,32844.94,67,5
2/1/2015,Super Smash Bros. for Wii U,Others,Others,Others,27136.21,69,19
2/1/2015,Halo 2 Anniversary,Others,Others,Others,21385,16,2
2/1/2015,Heroes of the Storm,Others,Others,Others,16649.66,77,18
2/1/2015,Ultra Street Fighter IV,Others,Others,Others,9480.4,20,8
2/1/2015,Point Blank,Others,Others,Others,6451.62,5,1
2/1/2015,Attack on Titan Tribute Game,Others,Others,Others,6000,4,1
2/1/2015,Guild Wars 2,Others,Others,Others,4268.07,10,8
2/1/2015,Project M,Others,Others,Others,3701.94,12,2
2/1/2015,Guilty Gear Xrd -SIGN-,Others,Others,Others,3594.53,11,3
2/1/2015,Age of Empires,Others,Others,Others,3015,12,3
2/1/2015,Age of Empires II,Others,Others,Others,3000,8,1
2/1/2015,Super Smash Bros.,Others,Others,Others,2609,18,3
2/1/2015,Ultimate Marvel vs. Capcom 3,Others,Others,Others,2600,11,3
2/1/2015,FIFA 15,Others,Others,Others,2583.37,31,28
2/1/2015,Tekken Tag Tournament 2,Others,Others,Others,2500,4,2
2/1/2015,Chess.com,Others,Others,Others,2499.99,10,1
2/1/2015,Super Smash Bros. Brawl,Others,Others,Others,2370,15,2
2/1/2015,CrossFire,Others,Others,Others,2173.58,26,5
2/1/2015,Quake Live,Others,Others,Others,1117.08,16,3
2/1/2015,Killer Instinct (2013),Others,Others,Others,1080,6,2
2/1/2015,Battlefield 4,Others,Others,Others,1027.4,15,5
2/1/2015,Dead or Alive 5: Last Round,Others,Others,Others,820,3,1
2/1/2015,Injustice: Gods Among Us,Others,Others,Others,550,3,1
2/1/2015,Soul Calibur V,Others,Others,Others,500,3,1
2/1/2015,BlazBlue: Chronophantasma,Others,Others,Others,485.58,6,2
2/1/2015,NHL 15,Others,Others,Others,391.9,3,1
2/1/2015,S.K.I.L.L. - Special Force 2,Others,Others,Others,337.2,10,1
2/1/2015,Under Night In-Birth EXE: Late,Others,Others,Others,240,3,1
2/1/2015,Street Fighter III: 3rd Strike,Others,Others,Others,239,3,1
2/1/2015,Persona 4 Arena Ultimax,Others,Others,Others,210,3,1
2/1/2015,King of Fighters XIII,Others,Others,Others,190,3,1
2/1/2015,Mortal Kombat 9,Others,Others,Others,190,3,1
3/1/2015,Call of Duty: Advanced Warfare,Others,Others,Others,1048225.17,156,37
3/1/2015,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,444870.73,376,40
3/1/2015,League of Legends,League of Legends,League of Legends,Top 10 Customers,437666.18,371,32
3/1/2015,World of Tanks,Others,Others,Others,352537.35,65,3
3/1/2015,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,302139.48,142,65
3/1/2015,Heroes of Newerth,Others,Others,Others,219114.67,79,6
3/1/2015,Hearthstone,Others,Others,Others,183585.26,107,27
3/1/2015,Dota 2,Dota 2,Dota 2,Top 10 Customers,143801.15,153,14
3/1/2015,Age of Empires II,Others,Others,Others,121200,181,4
3/1/2015,Halo 2 Anniversary,Others,Others,Others,100000,32,1
3/1/2015,Guild Wars 2,Others,Others,Others,54712.23,21,11
3/1/2015,Heroes of the Storm,Others,Others,Others,44523.46,110,27
3/1/2015,Ultra Street Fighter IV,Others,Others,Others,37883.36,46,11
3/1/2015,StarCraft: Brood War,Others,Others,Others,37756.8,6,3
3/1/2015,Super Smash Bros. Melee,Others,Others,Others,16539.99,107,36
3/1/2015,FIFA 15,Others,Others,Others,10292.74,32,39
3/1/2015,Battlefield 4,Others,Others,Others,7594.2,21,7
3/1/2015,Attack on Titan Tribute Game,Others,Others,Others,6000,4,1
3/1/2015,Super Smash Bros. for Wii U,Others,Others,Others,5824.71,61,16
3/1/2015,Point Blank,Others,Others,Others,5527.83,14,1
3/1/2015,CrossFire,Others,Others,Others,2445.28,35,6
3/1/2015,iRacing.com,Others,Others,Others,2250.67,102,3
3/1/2015,Chess.com,Others,Others,Others,2000.02,8,2
3/1/2015,TrackMania 2: Stadium,Others,Others,Others,1245.34,5,2
3/1/2015,Project M,Others,Others,Others,1160.76,7,3
3/1/2015,Quake Live,Others,Others,Others,1157.45,18,5
3/1/2015,Evolve,Others,Others,Others,648.76,20,4
3/1/2015,SMITE,Others,Others,Others,496.69,20,4
3/1/2015,S.K.I.L.L. - Special Force 2,Others,Others,Others,270.47,10,1
3/1/2015,Street Fighter X Tekken,Others,Others,Others,100,3,1
3/1/2015,BlazBlue: Chronophantasma,Others,Others,Others,0,8,1
3/1/2015,Dead or Alive 5: Last Round,Others,Others,Others,0,8,1
3/1/2015,Guilty Gear Xrd -SIGN-,Others,Others,Others,0,15,2
3/1/2015,Injustice: Gods Among Us,Others,Others,Others,0,6,1
3/1/2015,Killer Instinct (2013),Others,Others,Others,0,8,1
3/1/2015,King of Fighters XIII,Others,Others,Others,0,8,1
3/1/2015,Marvel vs. Capcom 2,Others,Others,Others,0,4,1
3/1/2015,Melty Blood: Actress Again,Others,Others,Others,0,8,1
3/1/2015,Persona 4 Arena Ultimax,Others,Others,Others,0,8,1
3/1/2015,Soul Calibur V,Others,Others,Others,0,8,1
3/1/2015,Tekken Tag Tournament 2,Others,Others,Others,0,8,1
3/1/2015,Ultimate Marvel vs. Capcom 3,Others,Others,Others,0,25,2
3/1/2015,Under Night In-Birth EXE: Late,Others,Others,Others,0,8,1
4/1/2015,League of Legends,League of Legends,League of Legends,Top 10 Customers,1349012.57,679,44
4/1/2015,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,470797.23,788,55
4/1/2015,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,369644.76,174,72
4/1/2015,Dota 2,Dota 2,Dota 2,Top 10 Customers,321125.48,235,30
4/1/2015,World of Tanks,Others,Others,Others,302270.79,60,2
4/1/2015,CrossFire,Others,Others,Others,188013.58,71,6
4/1/2015,Hearthstone,Others,Others,Others,124414,83,23
4/1/2015,SMITE,Others,Others,Others,93134.52,72,7
4/1/2015,Call of Duty: Advanced Warfare,Others,Others,Others,74415.6,132,24
4/1/2015,Ultra Street Fighter IV,Others,Others,Others,58897.58,45,11
4/1/2015,Heroes of the Storm,Others,Others,Others,45710.39,129,29
4/1/2015,Battlefield 4,Others,Others,Others,42353.29,40,6
4/1/2015,Halo 2 Anniversary,Others,Others,Others,29478.8,40,2
4/1/2015,Super Smash Bros. Melee,Others,Others,Others,27253.84,134,45
4/1/2015,Team Fortress 2,Others,Others,Others,22875.84,75,4
4/1/2015,Point Blank,Others,Others,Others,20981.6,40,4
4/1/2015,FIFA Online 3,Others,Others,Others,20124,8,1
4/1/2015,FIFA 15,Others,Others,Others,16608.94,39,32
4/1/2015,Age of Empires II,Others,Others,Others,9000,9,1
4/1/2015,Mortal Kombat X,Others,Others,Others,7670,13,4
4/1/2015,ShootMania Storm,Others,Others,Others,7028.67,14,3
4/1/2015,Attack on Titan Tribute Game,Others,Others,Others,6000,4,1
4/1/2015,World of WarCraft,Others,Others,Others,6000,9,1
4/1/2015,StarCraft: Brood War,Others,Others,Others,5733.25,6,2
4/1/2015,Super Smash Bros. for Wii U,Others,Others,Others,5258,37,10
4/1/2015,Heroes of Newerth,Others,Others,Others,4885.44,35,3
4/1/2015,Guild Wars 2,Others,Others,Others,3118.94,0,6
4/1/2015,TrackMania 2: Stadium,Others,Others,Others,3071.42,17,5
4/1/2015,Call of Duty 4: Modern Warfare,Others,Others,Others,2703.33,0,1
4/1/2015,Wolfenstein: Enemy Territory,Others,Others,Others,2107.3,18,1
4/1/2015,Gears of War 3,Others,Others,Others,2000,12,1
4/1/2015,NHL 15,Others,Others,Others,1765.26,0,1
4/1/2015,Age of Empires,Others,Others,Others,1230,16,1
4/1/2015,Evolve,Others,Others,Others,1027.65,31,5
4/1/2015,Chess.com,Others,Others,Others,1000,5,1
4/1/2015,Quake Live,Others,Others,Others,658.94,9,5
4/1/2015,Age of Empires III,Others,Others,Others,610,8,1
4/1/2015,TrackMania 2: Canyon,Others,Others,Others,540.66,3,1
4/1/2015,Trackmania 2: Valley,Others,Others,Others,540.66,3,1
4/1/2015,Project M,Others,Others,Others,319.72,23,6
4/1/2015,WarCraft III,Others,Others,Others,129.46,2,1
4/1/2015,BlazBlue: Chronophantasma,Others,Others,Others,0,13,2
4/1/2015,Dead or Alive 5: Last Round,Others,Others,Others,0,8,1
4/1/2015,Guilty Gear Xrd -SIGN-,Others,Others,Others,0,14,2
4/1/2015,Guilty Gear XX Accent Core Plus R,Others,Others,Others,0,8,1
4/1/2015,Killer Instinct (2013),Others,Others,Others,0,8,1
4/1/2015,King of Fighters XIII,Others,Others,Others,0,8,1
4/1/2015,Marvel vs. Capcom 2,Others,Others,Others,0,7,1
4/1/2015,Persona 4 Arena Ultimax,Others,Others,Others,0,8,1
4/1/2015,Skullgirls Encore,Others,Others,Others,0,8,1
4/1/2015,Street Fighter III: 3rd Strike,Others,Others,Others,0,4,1
4/1/2015,Super Smash Bros.,Others,Others,Others,0,8,1
4/1/2015,Super Street Fighter II Turbo,Others,Others,Others,0,4,1
4/1/2015,Tekken Tag Tournament 2,Others,Others,Others,0,8,1
4/1/2015,Ultimate Marvel vs. Capcom 3,Others,Others,Others,0,21,3
4/1/2015,Under Night In-Birth EXE: Late,Others,Others,Others,0,12,2
5/1/2015,Dota 2,Dota 2,Dota 2,Top 10 Customers,1149751.95,317,29
5/1/2015,League of Legends,League of Legends,League of Legends,Top 10 Customers,563512.99,317,32
5/1/2015,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,281660.88,532,57
5/1/2015,Call of Duty: Advanced Warfare,Others,Others,Others,188798.48,205,43
5/1/2015,Hearthstone,Others,Others,Others,162151.36,103,26
5/1/2015,Attack on Titan Tribute Game,Others,Others,Others,156000,19,5
5/1/2015,Magic: The Gathering Online,Others,Others,Others,116000,16,1
5/1/2015,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,98844.67,171,67
5/1/2015,Heroes of the Storm,Others,Others,Others,78853.31,112,25
5/1/2015,FIFA 15,Others,Others,Others,36936.96,48,39
5/1/2015,Super Smash Bros. Melee,Others,Others,Others,31469.76,110,47
5/1/2015,Heroes of Newerth,Others,Others,Others,26167,74,9
5/1/2015,Ultra Street Fighter IV,Others,Others,Others,21073.77,33,12
5/1/2015,Super Smash Bros. for Wii U,Others,Others,Others,20057.38,96,31
5/1/2015,Evolve,Others,Others,Others,16227.6,48,8
5/1/2015,Mortal Kombat X,Others,Others,Others,14345.27,19,6
5/1/2015,Battlefield Hardline,Others,Others,Others,13463.28,20,1
5/1/2015,Killer Instinct (2013),Others,Others,Others,11175.27,11,2
5/1/2015,FIFA Online 3,Others,Others,Others,5936.58,4,1
5/1/2015,Point Blank,Others,Others,Others,4973.15,15,1
5/1/2015,Skullgirls Encore,Others,Others,Others,3183.1,11,2
5/1/2015,Guilty Gear Xrd -SIGN-,Others,Others,Others,2477.9,11,2
5/1/2015,CrossFire,Others,Others,Others,2445.28,30,6
5/1/2015,Project M,Others,Others,Others,1492.67,14,3
5/1/2015,WarCraft III,Others,Others,Others,1346.7,9,7
5/1/2015,Ultimate Marvel vs. Capcom 3,Others,Others,Others,1157.03,11,2
5/1/2015,Battlefield 4,Others,Others,Others,1119.86,15,6
5/1/2015,Age of Empires II,Others,Others,Others,1000,4,1
5/1/2015,Chess.com,Others,Others,Others,1000,6,1
5/1/2015,Age of Empires,Others,Others,Others,924,16,1
5/1/2015,Divekick,Others,Others,Others,700,3,1
5/1/2015,Under Night In-Birth EXE: Late,Others,Others,Others,640,8,1
5/1/2015,King of Fighters XIII,Others,Others,Others,629.21,6,2
5/1/2015,Tekken Tag Tournament 2,Others,Others,Others,590,3,1
5/1/2015,Team Fortress 2,Others,Others,Others,500,0,1
5/1/2015,Legend of Glory,Others,Others,Others,472.66,0,1
5/1/2015,Persona 4 Arena Ultimax,Others,Others,Others,380,3,1
5/1/2015,Reflex,Others,Others,Others,377,2,1
5/1/2015,Injustice: Gods Among Us,Others,Others,Others,320,3,1
5/1/2015,S.K.I.L.L. - Special Force 2,Others,Others,Others,274.8,10,1
5/1/2015,Age of Mythology,Others,Others,Others,250,1,1
5/1/2015,Super Smash Bros.,Others,Others,Others,210,6,3
5/1/2015,Dead or Alive 5: Last Round,Others,Others,Others,172.23,3,1
5/1/2015,Ultimate Mortal Kombat 3,Others,Others,Others,150,3,1
5/1/2015,SMITE,Others,Others,Others,134.44,5,1
5/1/2015,Quake Live,Others,Others,Others,100,2,1
5/1/2015,StarCraft: Brood War,Others,Others,Others,75,4,1
6/1/2015,Dota 2,Dota 2,Dota 2,Top 10 Customers,1071907.2,258,22
6/1/2015,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,603399.15,563,55
6/1/2015,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,445537.54,187,55
6/1/2015,Hearthstone,Others,Others,Others,176823.5,106,29
6/1/2015,Heroes of the Storm,Others,Others,Others,149236.98,215,29
6/1/2015,Call of Duty: Advanced Warfare,Others,Others,Others,145722.98,298,47
6/1/2015,SMITE,Others,Others,Others,128000,59,3
6/1/2015,Evolve,Others,Others,Others,101066.21,39,6
6/1/2015,League of Legends,League of Legends,League of Legends,Top 10 Customers,95878.76,147,25
6/1/2015,Heroes of Newerth,Others,Others,Others,73427.93,56,6
6/1/2015,Halo 2 Anniversary,Others,Others,Others,51148.17,32,2
6/1/2015,CrossFire,Others,Others,Others,47445.28,34,7
6/1/2015,Ultra Street Fighter IV,Others,Others,Others,44334.97,27,12
6/1/2015,Call of Duty Online,Others,Others,Others,28981.8,0,1
6/1/2015,Pro Evolution Soccer 2015,Others,Others,Others,26544.76,3,1
6/1/2015,FIFA 15,Others,Others,Others,25173.42,39,36
6/1/2015,Super Smash Bros. Melee,Others,Others,Others,24152.42,95,38
6/1/2015,Mortal Kombat X,Others,Others,Others,19661.46,20,7
6/1/2015,Super Smash Bros. for Wii U,Others,Others,Others,17586.22,87,23
6/1/2015,Killer Instinct (2013),Others,Others,Others,15950,8,1
6/1/2015,Point Blank,Others,Others,Others,8490.1,9,2
6/1/2015,Attack on Titan Tribute Game,Others,Others,Others,6000,4,1
6/1/2015,Call of Duty: Black Ops 2,Others,Others,Others,5000,4,1
6/1/2015,Project M,Others,Others,Others,3066.67,18,2
6/1/2015,Chess.com,Others,Others,Others,2874.99,15,2
6/1/2015,Ultimate Marvel vs. Capcom 3,Others,Others,Others,1940,11,2
6/1/2015,Age of Empires,Others,Others,Others,1852.87,22,2
6/1/2015,TrackMania 2: Stadium,Others,Others,Others,1727.17,17,2
6/1/2015,StarCraft: Brood War,Others,Others,Others,1636.5,9,3
6/1/2015,Guilty Gear Xrd -SIGN-,Others,Others,Others,1260,10,2
6/1/2015,Battlefield 4,Others,Others,Others,1011.14,15,5
6/1/2015,Super Smash Bros.,Others,Others,Others,780,7,2
6/1/2015,World of Tanks,Others,Others,Others,745.55,12,2
