Date,Game,Games_Calc,Games_Calc_(avg_earnings),Subset_Game_Labels,Earnings,Players,Tournaments
12/1/2013,WarCraft III,Others,Others,Others,16647.75,5,4
12/1/2013,Heroes of Newerth,Others,Others,Others,15500,71,4
12/1/2013,Call of Duty: Ghosts,Others,Others,Others,10554.3,31,7
12/1/2013,Super Smash Bros. Melee,Others,Others,Others,9758.58,64,17
12/1/2013,Ultimate Marvel vs. Capcom 3,Others,Others,Others,5250,7,3
12/1/2013,Street Fighter X Tekken,Others,Others,Others,5000,3,1
12/1/2013,Halo 4,Others,Others,Others,3274.3,16,1
12/1/2013,Point Blank,Others,Others,Others,3067.48,5,1
12/1/2013,Project M,Others,Others,Others,2725,32,11
12/1/2013,ShootMania Storm,Others,Others,Others,2634.29,3,1
12/1/2013,Age of Empires III,Others,Others,Others,1770,8,1
12/1/2013,Team Fortress 2,Others,Others,Others,1372.7,18,1
12/1/2013,Super Smash Bros. Brawl,Others,Others,Others,985,17,5
12/1/2013,TrackMania 2: Stadium,Others,Others,Others,818.44,8,1
12/1/2013,Age of Empires,Others,Others,Others,352,8,1
12/1/2013,Tekken Tag Tournament 2,Others,Others,Others,270,6,3
12/1/2013,Injustice: Gods Among Us,Others,Others,Others,240,9,4
12/1/2013,Super Smash Bros.,Others,Others,Others,40,3,1
1/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,753116.06,395,32
1/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,537172.02,62,9
1/1/2014,World of Tanks,Others,Others,Others,136890,56,1
1/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,95625.27,129,34
1/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,83433.98,224,13
1/1/2014,Call of Duty: Ghosts,Others,Others,Others,29025,29,5
1/1/2014,Heroes of Newerth,Others,Others,Others,22509.41,57,5
1/1/2014,Hearthstone,Others,Others,Others,21067.79,14,4
1/1/2014,Point Blank,Others,Others,Others,18000,20,1
1/1/2014,CrossFire,Others,Others,Others,17028.08,51,6
1/1/2014,Super Smash Bros. Melee,Others,Others,Others,15535,41,11
1/1/2014,Team Fortress 2,Others,Others,Others,14780,24,2
1/1/2014,WarCraft III,Others,Others,Others,9299.74,7,5
1/1/2014,Super Smash Bros. Brawl,Others,Others,Others,7848.39,20,6
1/1/2014,Project M,Others,Others,Others,4851.82,25,7
1/1/2014,Age of Empires II,Others,Others,Others,4650,8,3
1/1/2014,FIFA 14,Others,Others,Others,3071.87,13,6
1/1/2014,StarCraft: Brood War,Others,Others,Others,3063.69,3,1
1/1/2014,Super Street Fighter IV Arcade Edition,Others,Others,Others,2480,18,9
1/1/2014,Quake Live,Others,Others,Others,2047.05,12,7
1/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,1730,11,5
1/1/2014,Super Smash Bros.,Others,Others,Others,1710,6,1
1/1/2014,Call of Duty 4: Modern Warfare,Others,Others,Others,1476.18,0,1
1/1/2014,Halo 3,Others,Others,Others,1476.18,0,1
1/1/2014,Age of Empires,Others,Others,Others,1387.47,8,1
1/1/2014,Tekken Tag Tournament 2,Others,Others,Others,1093.39,13,5
1/1/2014,Injustice: Gods Among Us,Others,Others,Others,1055,11,4
1/1/2014,Chess.com,Others,Others,Others,1000,2,1
1/1/2014,Killer Instinct (2013),Others,Others,Others,740,6,1
1/1/2014,Battlefield 4,Others,Others,Others,544.79,16,4
1/1/2014,NHL 14,Others,Others,Others,478.39,3,1
1/1/2014,King of Fighters XIII,Others,Others,Others,270,4,1
1/1/2014,BlazBlue: Chronophantasma,Others,Others,Others,0,4,1
1/1/2014,Guilty Gear XX Accent Core Plus R,Others,Others,Others,0,4,1
2/1/2014,CrossFire,Others,Others,Others,182173.58,104,6
2/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,172010.68,154,47
2/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,109103.95,80,9
2/1/2014,World of Tanks,Others,Others,Others,100000,0,1
2/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,96041.67,199,31
2/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,44255.75,166,20
2/1/2014,Call of Duty: Ghosts,Others,Others,Others,21275,24,7
2/1/2014,Heroes of Newerth,Others,Others,Others,12255.56,35,4
2/1/2014,Super Smash Bros. Melee,Others,Others,Others,9637.55,56,19
2/1/2014,Hearthstone,Others,Others,Others,8445.54,16,10
2/1/2014,Project M,Others,Others,Others,4281.33,36,11
2/1/2014,WarCraft III,Others,Others,Others,3020.61,7,2
2/1/2014,TrackMania Nations Forever,Others,Others,Others,2867.17,3,1
2/1/2014,Quake Live,Others,Others,Others,2395.65,9,7
2/1/2014,Super Street Fighter IV Arcade Edition,Others,Others,Others,1850,18,8
2/1/2014,Super Smash Bros. Brawl,Others,Others,Others,1405,13,3
2/1/2014,Team Fortress 2,Others,Others,Others,1373.73,0,1
2/1/2014,StarCraft: Brood War,Others,Others,Others,1304.51,3,1
2/1/2014,Battlefield 4,Others,Others,Others,1225.25,11,5
2/1/2014,Chess.com,Others,Others,Others,1000,2,1
2/1/2014,TrackMania 2: Stadium,Others,Others,Others,827.6,8,1
2/1/2014,FIFA 14,Others,Others,Others,546.32,4,5
2/1/2014,Attack on Titan Tribute Game,Others,Others,Others,300,3,2
2/1/2014,Injustice: Gods Among Us,Others,Others,Others,290,5,4
2/1/2014,Tekken Tag Tournament 2,Others,Others,Others,275,4,4
2/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,90,6,2
2/1/2014,Super Smash Bros.,Others,Others,Others,30,4,1
3/1/2014,Call of Duty: Ghosts,Others,Others,Others,1030131.5,44,6
3/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,355749.99,352,37
3/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,295120.65,227,19
3/1/2014,SMITE,Others,Others,Others,217909.6,40,1
3/1/2014,Heroes of Newerth,Others,Others,Others,216857.83,64,7
3/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,144298.39,120,48
3/1/2014,Magic: The Gathering Online,Others,Others,Others,116000,16,1
3/1/2014,World of Tanks,Others,Others,Others,100000,21,1
3/1/2014,KartRider,Others,Others,Others,44832,16,1
3/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,39847.26,49,5
3/1/2014,Hearthstone,Others,Others,Others,30109.94,21,13
3/1/2014,Battlefield 4,Others,Others,Others,28901.55,26,6
3/1/2014,StarCraft: Brood War,Others,Others,Others,18323.71,16,3
3/1/2014,King of Fighters XIII,Others,Others,Others,10720,15,3
3/1/2014,Super Smash Bros. Melee,Others,Others,Others,8211.75,71,21
3/1/2014,Age of Empires II,Others,Others,Others,7763.71,15,6
3/1/2014,Point Blank,Others,Others,Others,3540.64,5,2
3/1/2014,TrackMania 2: Stadium,Others,Others,Others,2764.98,32,1
3/1/2014,Super Street Fighter IV Arcade Edition,Others,Others,Others,2493.17,37,11
3/1/2014,Age of Empires,Others,Others,Others,1733.23,3,1
3/1/2014,Quake Live,Others,Others,Others,1444.54,12,6
3/1/2014,FIFA Online 3,Others,Others,Others,1406.91,2,1
3/1/2014,Call of Duty 4: Modern Warfare,Others,Others,Others,1375.3,0,1
3/1/2014,CrossFire,Others,Others,Others,1249.8,25,2
3/1/2014,Chess.com,Others,Others,Others,1000,2,1
3/1/2014,Project M,Others,Others,Others,901.02,27,7
3/1/2014,WarCraft III,Others,Others,Others,844.8,8,2
3/1/2014,Attack on Titan Tribute Game,Others,Others,Others,750,6,5
3/1/2014,NHL 14,Others,Others,Others,723.17,3,1
3/1/2014,FIFA 14,Others,Others,Others,691.4,4,5
3/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,560,36,10
3/1/2014,Divekick,Others,Others,Others,500,3,1
3/1/2014,Super Smash Bros.,Others,Others,Others,348,5,2
3/1/2014,Injustice: Gods Among Us,Others,Others,Others,340,23,7
3/1/2014,Super Smash Bros. Brawl,Others,Others,Others,300,8,2
3/1/2014,Tekken Tag Tournament 2,Others,Others,Others,215,24,6
3/1/2014,Age of Mythology,Others,Others,Others,180,3,2
3/1/2014,Killer Instinct (2013),Others,Others,Others,70,17,3
3/1/2014,BlazBlue: Chronophantasma,Others,Others,Others,0,16,2
3/1/2014,Dead or Alive 5 Ultimate,Others,Others,Others,0,16,2
3/1/2014,Guilty Gear XX Accent Core Plus R,Others,Others,Others,0,16,2
3/1/2014,Mortal Kombat 9,Others,Others,Others,0,14,2
3/1/2014,Persona 4 Arena,Others,Others,Others,0,8,1
3/1/2014,Skullgirls Encore,Others,Others,Others,0,8,1
3/1/2014,Soul Calibur II HD Online,Others,Others,Others,0,8,1
3/1/2014,Soul Calibur V,Others,Others,Others,0,15,2
3/1/2014,Street Fighter X Tekken,Others,Others,Others,0,13,2
3/1/2014,Super Street Fighter II Turbo,Others,Others,Others,0,15,2
3/1/2014,Ultra Street Fighter IV,Others,Others,Others,0,8,1
3/1/2014,Virtua Fighter 5 Final Showdown,Others,Others,Others,0,16,2
4/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,818168.14,420,40
4/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,611868.16,216,20
4/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,526717.5,180,38
4/1/2014,World of Tanks,Others,Others,Others,300000,21,1
4/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,86302.48,181,18
4/1/2014,Call of Duty: Ghosts,Others,Others,Others,37433.26,44,7
4/1/2014,Hearthstone,Others,Others,Others,34203.2,32,13
4/1/2014,Super Street Fighter IV Arcade Edition,Others,Others,Others,28106.46,32,14
4/1/2014,Point Blank,Others,Others,Others,20000,30,1
4/1/2014,WarCraft III,Others,Others,Others,19970.18,8,1
4/1/2014,Super Smash Bros. Melee,Others,Others,Others,10279.04,99,28
4/1/2014,SMITE,Others,Others,Others,10000,10,1
4/1/2014,Battlefield 4,Others,Others,Others,7555.3,41,8
4/1/2014,Quake Live,Others,Others,Others,4183.58,12,8
4/1/2014,Project M,Others,Others,Others,4063,46,12
4/1/2014,TrackMania 2: Stadium,Others,Others,Others,3247.7,7,3
4/1/2014,Team Fortress 2,Others,Others,Others,3245.93,18,2
4/1/2014,Call of Duty 4: Modern Warfare,Others,Others,Others,3177.45,0,1
4/1/2014,Heroes of Newerth,Others,Others,Others,3117.99,39,5
4/1/2014,Age of Empires,Others,Others,Others,2303.42,25,2
4/1/2014,Halo 3,Others,Others,Others,1679.15,12,1
4/1/2014,FIFA 14,Others,Others,Others,1519.63,4,6
4/1/2014,Chess.com,Others,Others,Others,1000,2,1
4/1/2014,Super Smash Bros. Brawl,Others,Others,Others,904,15,4
4/1/2014,Injustice: Gods Among Us,Others,Others,Others,445,16,7
4/1/2014,Tekken Tag Tournament 2,Others,Others,Others,445,16,7
4/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,175,21,5
4/1/2014,Super Smash Bros.,Others,Others,Others,155,8,2
4/1/2014,Attack on Titan Tribute Game,Others,Others,Others,150,2,1
4/1/2014,Killer Instinct (2013),Others,Others,Others,30,17,3
4/1/2014,BlazBlue: Chronophantasma,Others,Others,Others,0,12,2
4/1/2014,Capcom vs. SNK 2,Others,Others,Others,0,8,1
4/1/2014,Dead or Alive 5 Ultimate,Others,Others,Others,0,8,1
4/1/2014,Divekick,Others,Others,Others,0,4,1
4/1/2014,Guilty Gear XX Accent Core Plus R,Others,Others,Others,0,8,1
4/1/2014,King of Fighters XIII,Others,Others,Others,0,16,2
4/1/2014,Marvel vs. Capcom 2,Others,Others,Others,0,8,1
4/1/2014,Skullgirls Encore,Others,Others,Others,0,4,1
4/1/2014,Soul Calibur II HD Online,Others,Others,Others,0,8,1
4/1/2014,Soul Calibur V,Others,Others,Others,0,8,1
4/1/2014,Street Fighter Alpha 3,Others,Others,Others,0,8,1
4/1/2014,Street Fighter III: 3rd Strike,Others,Others,Others,0,11,2
4/1/2014,Street Fighter X Tekken,Others,Others,Others,0,15,2
4/1/2014,Super Street Fighter II Turbo,Others,Others,Others,0,10,2
5/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,698622.85,335,33
5/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,125423.7,163,47
5/1/2014,Attack on Titan Tribute Game,Others,Others,Others,80000,27,6
5/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,63340.1,146,14
5/1/2014,Call of Duty: Ghosts,Others,Others,Others,53419.81,71,10
5/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,50002.17,101,7
5/1/2014,Hearthstone,Others,Others,Others,36186.6,28,16
5/1/2014,SMITE,Others,Others,Others,35000,5,1
5/1/2014,Battlefield 4,Others,Others,Others,28562.48,25,5
5/1/2014,Super Smash Bros. Melee,Others,Others,Others,13949.95,100,27
5/1/2014,Age of Empires II,Others,Others,Others,7936,14,5
5/1/2014,Heroes of Newerth,Others,Others,Others,5605.64,44,5
5/1/2014,Project M,Others,Others,Others,5454.46,40,12
5/1/2014,Super Street Fighter IV Arcade Edition,Others,Others,Others,4115,25,10
5/1/2014,Super Smash Bros. Brawl,Others,Others,Others,2222.92,24,6
5/1/2014,NHL 14,Others,Others,Others,1822.4,0,1
5/1/2014,Team Fortress 2,Others,Others,Others,1628.25,12,1
5/1/2014,Quake Live,Others,Others,Others,1562.57,10,8
5/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,1320,12,3
5/1/2014,WarCraft III,Others,Others,Others,1138.69,7,2
5/1/2014,Chess.com,Others,Others,Others,1000,2,1
5/1/2014,Age of Empires,Others,Others,Others,910.29,17,1
5/1/2014,Tekken Tag Tournament 2,Others,Others,Others,845,15,6
5/1/2014,BlazBlue: Chronophantasma,Others,Others,Others,585,11,2
5/1/2014,FIFA 14,Others,Others,Others,549.28,4,4
5/1/2014,TrackMania 2: Canyon,Others,Others,Others,528.96,2,1
5/1/2014,Age of Mythology,Others,Others,Others,450,3,1
5/1/2014,King of Fighters XIII,Others,Others,Others,430,7,2
5/1/2014,Injustice: Gods Among Us,Others,Others,Others,420,19,6
5/1/2014,TrackMania 2: Stadium,Others,Others,Others,377.84,5,2
5/1/2014,Guilty Gear XX Accent Core Plus R,Others,Others,Others,240,3,1
5/1/2014,Marvel vs. Capcom 2,Others,Others,Others,200,3,1
5/1/2014,Dead or Alive 5 Ultimate,Others,Others,Others,0,8,1
5/1/2014,Killer Instinct (2013),Others,Others,Others,0,8,1
5/1/2014,Street Fighter X Tekken,Others,Others,Others,0,4,1
6/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,1153704.61,211,19
6/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,445935.18,411,45
6/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,306444.8,118,38
6/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,158606.74,357,25
6/1/2014,Call of Duty: Ghosts,Others,Others,Others,103415.72,68,7
6/1/2014,Hearthstone,Others,Others,Others,47931.47,43,13
6/1/2014,Super Smash Bros. Melee,Others,Others,Others,29381.12,64,25
6/1/2014,Ultra Street Fighter IV,Others,Others,Others,26131.8,42,15
6/1/2014,FIFA 14,Others,Others,Others,15737.49,12,6
6/1/2014,Team Fortress 2,Others,Others,Others,15536.75,36,3
6/1/2014,Project M,Others,Others,Others,9530,25,9
6/1/2014,Injustice: Gods Among Us,Others,Others,Others,8845,19,6
6/1/2014,Point Blank,Others,Others,Others,8619.38,14,1
6/1/2014,Killer Instinct (2013),Others,Others,Others,8180,5,2
6/1/2014,Heroes of Newerth,Others,Others,Others,7192.77,31,5
6/1/2014,StarCraft: Brood War,Others,Others,Others,2837.36,3,1
6/1/2014,Quake Live,Others,Others,Others,2611,15,6
6/1/2014,Attack on Titan Tribute Game,Others,Others,Others,2500,8,1
6/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,2495.01,8,1
6/1/2014,Super Smash Bros. Brawl,Others,Others,Others,1745,13,3
6/1/2014,Battlefield 4,Others,Others,Others,1361.73,16,6
6/1/2014,Divekick,Others,Others,Others,1200,3,1
6/1/2014,Tekken Tag Tournament 2,Others,Others,Others,1165.01,16,5
6/1/2014,Chess.com,Others,Others,Others,1000,2,1
6/1/2014,Age of Empires,Others,Others,Others,880,17,1
6/1/2014,BlazBlue: Chronophantasma,Others,Others,Others,870,8,1
6/1/2014,Persona 4 Arena,Others,Others,Others,820,3,1
6/1/2014,Soul Calibur V,Others,Others,Others,635,3,1
6/1/2014,King of Fighters XIII,Others,Others,Others,555,3,1
6/1/2014,WarCraft III,Others,Others,Others,480,3,1
6/1/2014,Capcom vs. SNK 2,Others,Others,Others,445,3,1
6/1/2014,Guilty Gear XX Accent Core Plus R,Others,Others,Others,200,3,1
6/1/2014,TrackMania 2: Stadium,Others,Others,Others,137.4,3,1
7/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,10942434.87,131,9
7/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,480780.96,218,53
7/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,293935.88,275,39
7/1/2014,CrossFire,Others,Others,Others,146578.8,50,6
7/1/2014,World of Tanks,Others,Others,Others,100000,28,1
7/1/2014,Hearthstone,Others,Others,Others,79474.3,48,15
7/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,70872.69,222,26
7/1/2014,SMITE,Others,Others,Others,50000,15,1
7/1/2014,Quake Live,Others,Others,Others,43630,26,12
7/1/2014,Ultra Street Fighter IV,Others,Others,Others,36082.68,39,13
7/1/2014,BlazBlue: Chronophantasma,Others,Others,Others,35080,8,1
7/1/2014,Pro Evolution Soccer 2014,Others,Others,Others,29410.25,4,1
7/1/2014,FIFA 14,Others,Others,Others,26949.66,9,6
7/1/2014,Call of Duty: Ghosts,Others,Others,Others,21323.52,32,5
7/1/2014,Halo 4,Others,Others,Others,18950,16,2
7/1/2014,Killer Instinct (2013),Others,Others,Others,13379.8,8,1
7/1/2014,Super Smash Bros. Melee,Others,Others,Others,12939,35,7
7/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,10140,8,1
7/1/2014,Tekken Tag Tournament 2,Others,Others,Others,7685,11,2
7/1/2014,StarCraft: Brood War,Others,Others,Others,5855.38,3,1
7/1/2014,King of Fighters XIII,Others,Others,Others,3189.4,8,1
7/1/2014,Injustice: Gods Among Us,Others,Others,Others,3175,10,2
7/1/2014,Attack on Titan Tribute Game,Others,Others,Others,2500,8,1
7/1/2014,Heroes of Newerth,Others,Others,Others,1430.16,40,3
7/1/2014,Team Fortress 2,Others,Others,Others,1353.61,18,1
7/1/2014,Project M,Others,Others,Others,1230,12,3
7/1/2014,Battlefield 4,Others,Others,Others,1222.28,15,5
7/1/2014,Chess.com,Others,Others,Others,1000,2,1
7/1/2014,WarCraft III,Others,Others,Others,483.48,3,1
7/1/2014,Street Fighter X Tekken,Others,Others,Others,450,3,1
7/1/2014,TrackMania 2: Stadium,Others,Others,Others,135.46,3,1
7/1/2014,Age of Empires II,Others,Others,Others,114,2,1
8/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,1085776.16,434,37
8/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,362080.21,233,21
8/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,277307,156,53
8/1/2014,Call of Duty: Ghosts,Others,Others,Others,85471.31,33,7
8/1/2014,FIFA Online 3,Others,Others,Others,75000,6,1
8/1/2014,SMITE,Others,Others,Others,50000,19,1
8/1/2014,Heroes of Newerth,Others,Others,Others,46590.82,83,13
8/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,42422.07,87,8
8/1/2014,Point Blank,Others,Others,Others,36804.13,46,2
8/1/2014,Age of Empires II,Others,Others,Others,31760,118,4
8/1/2014,Hearthstone,Others,Others,Others,28650.81,38,21
8/1/2014,Battlefield 4,Others,Others,Others,27834.24,28,6
8/1/2014,Halo 2 Anniversary,Others,Others,Others,20000,27,2
8/1/2014,FIFA 14,Others,Others,Others,18208.02,16,8
8/1/2014,Super Smash Bros. Melee,Others,Others,Others,12901.52,90,25
8/1/2014,Attack on Titan Tribute Game,Others,Others,Others,10000,3,1
8/1/2014,Team Fortress 2,Others,Others,Others,8270.37,24,1
8/1/2014,Project M,Others,Others,Others,7897.08,62,15
8/1/2014,Halo 3,Others,Others,Others,6984.9,14,2
8/1/2014,Pokémon VGC,Others,Others,Others,5000,2,1
8/1/2014,Ultra Street Fighter IV,Others,Others,Others,4929.35,27,12
8/1/2014,StarCraft: Brood War,Others,Others,Others,3942.9,8,3
8/1/2014,S.K.I.L.L. - Special Force 2,Others,Others,Others,3919.65,10,1
8/1/2014,CrossFire,Others,Others,Others,2445.28,33,6
8/1/2014,Super Smash Bros. Brawl,Others,Others,Others,2064,24,6
8/1/2014,Counter-Strike,Others,Others,Others,1500,5,1
8/1/2014,Quake Live,Others,Others,Others,1489.8,18,6
8/1/2014,Super Smash Bros.,Others,Others,Others,830,12,2
8/1/2014,WarCraft III,Others,Others,Others,485.48,3,1
8/1/2014,Age of Mythology,Others,Others,Others,450,4,2
8/1/2014,TrackMania 2: Stadium,Others,Others,Others,279.76,2,1
8/1/2014,Tekken Tag Tournament 2,Others,Others,Others,210,12,3
8/1/2014,Under Night In-Birth EXE: Late,Others,Others,Others,195,6,2
8/1/2014,Injustice: Gods Among Us,Others,Others,Others,55,3,1
8/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,0,8,1
9/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,653064.9,160,13
9/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,325720.89,242,33
9/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,267899.86,128,53
9/1/2014,Hearthstone,Others,Others,Others,170246.05,83,19
9/1/2014,World of WarCraft,Others,Others,Others,80000,9,1
9/1/2014,Point Blank,Others,Others,Others,58682.24,66,2
9/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,56784.75,184,20
9/1/2014,Heroes of Newerth,Others,Others,Others,39259.88,71,9
9/1/2014,WarCraft III,Others,Others,Others,38548.43,21,4
9/1/2014,SMITE,Others,Others,Others,35000,20,1
9/1/2014,FIFA Online 3,Others,Others,Others,21769.34,6,2
9/1/2014,CrossFire,Others,Others,Others,19178.73,50,5
9/1/2014,StarCraft: Brood War,Others,Others,Others,14874,8,2
9/1/2014,S.K.I.L.L. - Special Force 2,Others,Others,Others,11000,0,1
9/1/2014,Super Smash Bros. Melee,Others,Others,Others,9362.79,65,25
9/1/2014,Ultra Street Fighter IV,Others,Others,Others,8880.2,19,10
9/1/2014,Age of Mythology,Others,Others,Others,2400,11,1
9/1/2014,Project M,Others,Others,Others,2255,21,6
9/1/2014,Call of Duty: Ghosts,Others,Others,Others,1960,0,2
9/1/2014,Age of Empires II,Others,Others,Others,1335,11,3
9/1/2014,Quake Live,Others,Others,Others,1195.94,12,4
9/1/2014,Battlefield 4,Others,Others,Others,1161.12,15,5
9/1/2014,Chess.com,Others,Others,Others,1000,2,1
9/1/2014,Age of Empires,Others,Others,Others,904.04,8,2
9/1/2014,FIFA 14,Others,Others,Others,386.61,3,4
9/1/2014,Tekken Tag Tournament 2,Others,Others,Others,305,3,4
9/1/2014,Injustice: Gods Among Us,Others,Others,Others,235,7,4
9/1/2014,FIFA 15,Others,Others,Others,128.87,1,1
9/1/2014,Under Night In-Birth EXE: Late,Others,Others,Others,105,4,2
10/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,2339483.02,232,30
10/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,1006807.68,201,14
10/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,474367.08,173,75
10/1/2014,World of Tanks,Others,Others,Others,289335,54,2
10/1/2014,Hearthstone,Others,Others,Others,277930.52,63,18
10/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,217641.36,517,42
10/1/2014,CrossFire,Others,Others,Others,108188.58,46,6
10/1/2014,Call of Duty: Ghosts,Others,Others,Others,107643.47,32,4
10/1/2014,WarCraft III,Others,Others,Others,104769.24,10,3
10/1/2014,World of WarCraft,Others,Others,Others,80000,9,1
10/1/2014,Heroes of Newerth,Others,Others,Others,44504.97,63,9
10/1/2014,iRacing.com,Others,Others,Others,30500,8,2
10/1/2014,Super Smash Bros. Melee,Others,Others,Others,14544.45,70,27
10/1/2014,Team Fortress 2,Others,Others,Others,11334,42,3
10/1/2014,Project M,Others,Others,Others,4943.5,26,7
10/1/2014,Ultra Street Fighter IV,Others,Others,Others,4400,18,14
10/1/2014,rFactor 2,Others,Others,Others,3545.13,30,1
10/1/2014,Battlefield 4,Others,Others,Others,2938.74,15,6
10/1/2014,Chess.com,Others,Others,Others,2000,8,2
10/1/2014,Tetris,Others,Others,Others,2000,4,1
10/1/2014,FIFA 15,Others,Others,Others,1329.79,10,17
10/1/2014,Age of Empires II,Others,Others,Others,1000,2,1
10/1/2014,Quake Live,Others,Others,Others,685.05,6,6
10/1/2014,TrackMania 2: Canyon,Others,Others,Others,665.28,3,1
10/1/2014,Age of Mythology,Others,Others,Others,500,3,1
10/1/2014,TrackMania 2: Stadium,Others,Others,Others,316.8,2,1
10/1/2014,Xonotic,Others,Others,Others,315.73,20,1
10/1/2014,Tekken Tag Tournament 2,Others,Others,Others,305,16,6
10/1/2014,Super Smash Bros. for Wii U,Others,Others,Others,160,6,1
10/1/2014,Super Smash Bros. Brawl,Others,Others,Others,100,6,2
10/1/2014,Street Fighter X Tekken,Others,Others,Others,70,3,1
10/1/2014,Injustice: Gods Among Us,Others,Others,Others,40,12,3
10/1/2014,Under Night In-Birth EXE: Late,Others,Others,Others,20,11,2
10/1/2014,BlazBlue: Chronophantasma,Others,Others,Others,0,8,1
10/1/2014,Dead or Alive 5 Ultimate,Others,Others,Others,0,8,1
10/1/2014,Guilty Gear XX Accent Core Plus R,Others,Others,Others,0,8,1
10/1/2014,Killer Instinct (2013),Others,Others,Others,0,8,1
10/1/2014,King of Fighters XIII,Others,Others,Others,0,8,1
10/1/2014,Mortal Kombat 9,Others,Others,Others,0,8,1
10/1/2014,Persona 4 Arena Ultimax,Others,Others,Others,0,8,1
10/1/2014,Soul Calibur V,Others,Others,Others,0,8,1
10/1/2014,Ultimate Marvel vs. Capcom 3,Others,Others,Others,0,8,1
11/1/2014,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,450224.27,128,72
11/1/2014,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,400462.48,266,29
11/1/2014,Dota 2,Dota 2,Dota 2,Top 10 Customers,391651.25,163,9
11/1/2014,League of Legends,League of Legends,League of Legends,Top 10 Customers,385511.53,323,36
11/1/2014,Hearthstone,Others,Others,Others,305478.17,47,17
11/1/2014,World of WarCraft,Others,Others,Others,250000,24,1
11/1/2014,SMITE,Others,Others,Others,100000,60,3
11/1/2014,Call of Duty: Advanced Warfare,Others,Others,Others,84906.71,96,21
11/1/2014,KartRider,Others,Others,Others,61880,24,1
11/1/2014,Heroes of Newerth,Others,Others,Others,60782.1,114,20
